HLA-A01:299	Unclassified	Rare
HLA-A01:30	Unclassified	Rare
HLA-A01:300	Unclassified	Rare
HLA-A01:301Q	Unclassified	Rare
HLA-A01:302	Unclassified	Rare
HLA-A01:303	Unclassified	Rare
HLA-A01:304	Unclassified	Rare
HLA-A01:305	Unclassified	Rare
HLA-A01:306	Unclassified	Rare
HLA-A01:307	Unclassified	Rare
HLA-A01:309	Unclassified	Rare
HLA-A01:310	Unclassified	Rare
HLA-A01:311	Unclassified	Rare
HLA-A01:312	Unclassified	Rare
HLA-A01:313	Unclassified	Rare
HLA-A01:314	Unclassified	Rare
HLA-A01:315	Unclassified	Rare
HLA-A01:316	Unclassified	Rare
HLA-A01:317	Unclassified	Rare
HLA-A01:318	Unclassified	Rare
HLA-A01:319	Unclassified	Rare
HLA-A01:32	Unclassified	Rare
HLA-A01:321	Unclassified	Rare
HLA-A01:322	Unclassified	Rare
HLA-A01:323	Unclassified	Rare
HLA-A01:324	Unclassified	Rare
HLA-A01:325	Unclassified	Rare
HLA-A01:327	Unclassified	Rare
HLA-A01:329	Unclassified	Rare
HLA-A01:33	Unclassified	Rare
HLA-A01:330	Unclassified	Rare
HLA-A01:35	Unclassified	Rare
HLA-A01:36	Unclassified	Rare
HLA-A01:37:01:01	Unclassified	Rare
HLA-A01:37:01:02	Unclassified	Rare
HLA-A01:38	Unclassified	Rare
HLA-A01:39	Unclassified	Rare
HLA-A01:40	Unclassified	Rare
HLA-A01:41	Unclassified	Rare
HLA-A01:42	Unclassified	Rare
HLA-A01:43	Unclassified	Rare
HLA-A01:44	Unclassified	Rare
HLA-A01:45	Unclassified	Rare
HLA-A01:46	Unclassified	Rare
HLA-A01:47	Unclassified	Rare
HLA-A01:48	Unclassified	Rare
HLA-A01:49	Unclassified	Rare
HLA-A01:50	Unclassified	Rare
HLA-A01:51	Unclassified	Rare
HLA-A01:54	Unclassified	Rare
HLA-A01:55	Unclassified	Rare
HLA-A01:58	Unclassified	Rare
HLA-A01:59	Unclassified	Rare
HLA-A01:60	Unclassified	Rare
HLA-A01:61	Unclassified	Rare
HLA-A01:62	Unclassified	Rare
HLA-A01:63	Unclassified	Rare
HLA-A01:64	Unclassified	Rare
HLA-A01:65	Unclassified	Rare
HLA-A01:66	Unclassified	Rare
HLA-A01:67:01	Unclassified	Rare
HLA-A01:67:02	Unclassified	Rare
HLA-A01:68	Unclassified	Rare
HLA-A01:69:01	Unclassified	Rare
HLA-A01:69:02	Unclassified	Rare
HLA-A01:69:03	Unclassified	Rare
HLA-A01:70	Unclassified	Rare
HLA-A01:71	Unclassified	Rare
HLA-A01:72	Unclassified	Rare
HLA-A01:73	Unclassified	Rare
HLA-A01:74	Unclassified	Rare
HLA-A01:75	Unclassified	Rare
HLA-A01:76	Unclassified	Rare
HLA-A01:77	Unclassified	Rare
HLA-A01:78	Unclassified	Rare
HLA-A01:79	Unclassified	Rare
HLA-A01:80	Unclassified	Rare
HLA-A01:81	Unclassified	Rare
HLA-A01:82	Unclassified	Rare
HLA-A01:83:01	Unclassified	Rare
HLA-A01:83:02	Unclassified	Rare
HLA-A01:84	Unclassified	Rare
HLA-A01:85	Unclassified	Rare
HLA-A01:86	Unclassified	Rare
HLA-A01:88:01	Unclassified	Rare
HLA-A01:88:02	Unclassified	Rare
HLA-A01:88:03	Unclassified	Rare
HLA-A01:89	Unclassified	Rare
HLA-A01:90	Unclassified	Rare
HLA-A01:91	Unclassified	Rare
HLA-A01:92	Unclassified	Rare
HLA-A01:93	Unclassified	Rare
HLA-A01:94	Unclassified	Rare
HLA-A01:95	Bw4 - 80I	Rare
HLA-A01:96	Unclassified	Rare
HLA-A01:97	Unclassified	Rare
HLA-A01:98	Unclassified	Rare
HLA-A01:99	Unclassified	Rare
HLA-A02:01:01:01	Unclassified	Common or Well Defined
HLA-A02:01:01:02L	Unclassified	Rare
HLA-A02:01:01:03	Unclassified	Rare
HLA-A02:01:01:04	Unclassified	Rare
HLA-A02:01:01:05	Unclassified	Rare
HLA-A02:01:01:06	Unclassified	Rare
HLA-A02:01:01:07	Unclassified	Rare
HLA-A02:01:01:08	Unclassified	Rare
HLA-A02:01:01:09	Unclassified	Rare
HLA-A02:01:01:10	Unclassified	Rare
HLA-A02:01:01:100	Unclassified	Rare
HLA-A02:01:01:101	Unclassified	Rare
HLA-A02:01:01:102	Unclassified	Rare
HLA-A02:01:01:103	Unclassified	Rare
HLA-A02:01:01:104	Unclassified	Rare
HLA-A02:01:01:105	Unclassified	Rare
HLA-A02:01:01:106	Unclassified	Rare
HLA-A02:01:01:107	Unclassified	Rare
HLA-A02:01:01:108	Unclassified	Rare
HLA-A02:01:01:109	Unclassified	Rare
HLA-A02:01:01:11	Unclassified	Rare
HLA-A02:01:01:110	Unclassified	Rare
HLA-A02:01:01:111	Unclassified	Rare
HLA-A02:01:01:112	Unclassified	Rare
HLA-A02:01:01:113	Unclassified	Rare
HLA-A02:01:01:114	Unclassified	Rare
HLA-A02:01:01:115	Unclassified	Rare
HLA-A02:01:01:116	Unclassified	Rare
HLA-A02:01:01:117	Unclassified	Rare
HLA-A02:01:01:118	Unclassified	Rare
HLA-A02:01:01:119	Unclassified	Rare
HLA-A02:01:01:12	Unclassified	Rare
HLA-A02:01:01:120	Unclassified	Rare
HLA-A02:01:01:121	Unclassified	Rare
