first_allele	second_allele	lilrb1_simscore	lilrb2_simscore
HLA-A29:01	HLA-A30:02	0.95	0.82
HLA-A29:01	HLA-A31:01	0.9	0.91
HLA-A29:01	HLA-A32:01	0.87	0.98
HLA-A29:01	HLA-A33:01	0.82	0.98
HLA-A29:01	HLA-A33:03	0.9	0.89
HLA-A29:01	HLA-A34:01	0.93	0.99
HLA-A29:01	HLA-A34:02	0.87	0.93
HLA-A29:01	HLA-A36:01	0.97	0.82
HLA-A29:01	HLA-A43:01	0.82	0.81
HLA-A29:01	HLA-A66:01	0.87	0.79
HLA-A29:01	HLA-A66:02	0.97	0.97
HLA-A29:01	HLA-A68:01	0.92	0.85
HLA-A29:01	HLA-A68:02	0.88	0.85
HLA-A29:01	HLA-A69:01	1	0.9
HLA-A29:01	HLA-A74:01	0.77	0.97
HLA-A29:01	HLA-A74:02	0.77	0.97
HLA-A29:01	HLA-A80:01	0.9	1
HLA-A29:01	HLA-B07:02	0.93	1
HLA-A29:01	HLA-B08:01	0.67	0.99
HLA-A29:01	HLA-B13:01	0.9	0.93
HLA-A29:01	HLA-B13:02	1	0.8
HLA-A29:01	HLA-B14:01	0.85	0.82
HLA-A29:01	HLA-B14:02	0.95	0.61
HLA-A29:01	HLA-B15:01	0.78	0.87
HLA-A29:01	HLA-B15:02	0.68	0.7
HLA-A29:01	HLA-B15:03	0.72	0.92
HLA-A29:01	HLA-B15:10	0.93	0.6
HLA-A29:01	HLA-B15:11	0.85	0.9
HLA-A29:01	HLA-B15:12	0.65	0.8
HLA-A29:01	HLA-B15:13	0.98	0.79
HLA-A29:01	HLA-B15:16	0.85	0.72
HLA-A29:01	HLA-B18:01	0.63	0.89
HLA-A29:01	HLA-B27:05	0.85	0.53
HLA-A29:01	HLA-B27:08	0.48	0.71
HLA-A29:01	HLA-B35:01	0.7	0.83
HLA-A29:01	HLA-B38:01	0.8	0.81
HLA-A29:01	HLA-B39:01	0.72	0.73
HLA-A29:01	HLA-B40:01	1	0.82
HLA-A29:01	HLA-B40:02	0.92	0.74
HLA-A29:01	HLA-B40:06	0.9	0.94
HLA-A29:01	HLA-B41:01	0.65	0.81
HLA-A29:01	HLA-B42:01	0.6	0.8
HLA-A29:01	HLA-B44:02	0.98	0.78
HLA-A29:01	HLA-B44:03	0.98	0.55
HLA-A29:01	HLA-B45:01	0.55	0.98
HLA-A29:01	HLA-B46:01	0.78	0.99
HLA-A29:01	HLA-B48:01	0.93	0.96
HLA-A29:01	HLA-B49:01	0.8	0.64
HLA-A29:01	HLA-B50:01	0.87	0.73
HLA-A29:01	HLA-B51:01	1	0.89
HLA-A29:01	HLA-B51:02	0.92	0.74
HLA-A29:01	HLA-B52:01	0.87	0.98
HLA-A29:01	HLA-B53:01	0.7	0.9
HLA-A29:01	HLA-B54:01	0.88	0.66
HLA-A29:01	HLA-B55:01	0.95	0.96
HLA-A29:01	HLA-B56:01	0.88	0.67
HLA-A29:01	HLA-B57:01	0.82	0.47
HLA-A29:01	HLA-B57:03	0.87	0.65
HLA-A29:01	HLA-B58:01	0.75	0.51
HLA-A29:01	HLA-B59:01	1	0.79
HLA-A29:01	HLA-B67:01	0.52	0.83
HLA-A29:01	HLA-B73:01	0.75	0.97
HLA-A29:01	HLA-B78:01	0.73	0.82
HLA-A29:01	HLA-B81:01	0.77	0.93
HLA-A29:01	HLA-B82:01	0.7	0.83
HLA-A29:01	HLA-C01:02	0.77	0.81
HLA-A29:01	HLA-C02:02	0.98	0.98
HLA-A29:01	HLA-C03:02	0.92	0.7
HLA-A29:01	HLA-C03:03	0.97	0.71
HLA-A29:01	HLA-C03:04	0.65	0.79
HLA-A29:01	HLA-C04:01	0.77	0.57
HLA-A29:01	HLA-C05:01	0.9	0.92
HLA-A29:01	HLA-C06:02	0.78	0.78
HLA-A29:01	HLA-C07:02	0.95	0.93
HLA-A29:01	HLA-C08:01	0.93	0.78
HLA-A29:01	HLA-C12:03	0.95	0.98
HLA-A29:01	HLA-C14:02	0.97	0.93
HLA-A29:01	HLA-C15:02	0.7	0.88
HLA-A29:01	HLA-C16:01	0.93	0.93
HLA-A29:01	HLA-C17:01	0.83	0.67
HLA-A29:01	HLA-C18:02	0.82	0.94
HLA-A29:02	HLA-A30:01	0.28	0.75
HLA-A29:02	HLA-A30:02	0.87	0.85
HLA-A29:02	HLA-A31:01	0.82	0.94
HLA-A29:02	HLA-A32:01	0.95	0.94
HLA-A29:02	HLA-A33:01	0.9	0.94
HLA-A29:02	HLA-A33:03	0.98	0.85
HLA-A29:02	HLA-A34:01	0.98	0.96
HLA-A29:02	HLA-A34:02	0.78	0.97
HLA-A29:02	HLA-A36:01	0.88	0.85
HLA-A29:02	HLA-A43:01	0.9	0.84
HLA-A29:02	HLA-A66:01	0.78	0.75
HLA-A29:02	HLA-A66:02	0.88	1
HLA-A29:02	HLA-A68:01	1	0.89
HLA-A29:02	HLA-A68:02	0.97	0.89
HLA-A29:02	HLA-A69:01	0.92	0.87
HLA-A29:02	HLA-A74:01	0.85	1
HLA-A29:02	HLA-A74:02	0.85	1
HLA-A29:02	HLA-A80:01	0.98	0.97
HLA-A29:02	HLA-B07:02	0.85	0.97
HLA-A29:02	HLA-B08:01	0.58	0.96
HLA-A29:02	HLA-B13:01	0.98	0.97
HLA-A29:02	HLA-B13:02	0.92	0.83
HLA-A29:02	HLA-B14:01	0.77	0.85
HLA-A29:02	HLA-B14:02	0.87	0.64
HLA-A29:02	HLA-B15:01	0.7	0.9
HLA-A29:02	HLA-B15:02	0.6	0.73
HLA-A29:02	HLA-B15:03	0.63	0.96
HLA-A29:02	HLA-B15:10	0.85	0.63
HLA-A29:02	HLA-B15:11	0.77	0.93
HLA-A29:02	HLA-B15:12	0.57	0.83
HLA-A29:02	HLA-B15:13	0.9	0.82
HLA-A29:02	HLA-B15:16	0.77	0.75
HLA-A29:02	HLA-B18:01	0.55	0.85
HLA-A29:02	HLA-B27:05	0.77	0.56
HLA-A29:02	HLA-B27:08	0.4	0.74
HLA-A29:02	HLA-B35:01	0.62	0.87
HLA-A29:02	HLA-B38:01	0.72	0.84
HLA-A29:02	HLA-B39:01	0.63	0.76
HLA-A29:02	HLA-B40:01	0.92	0.85
HLA-A29:02	HLA-B40:02	0.83	0.78
HLA-A29:02	HLA-B40:06	0.82	0.98
HLA-A29:02	HLA-B41:01	0.57	0.84
HLA-A29:02	HLA-B42:01	0.52	0.83
HLA-A29:02	HLA-B44:02	0.9	0.81
HLA-A29:02	HLA-B44:03	0.9	0.58
HLA-A29:02	HLA-B45:01	0.47	0.99
HLA-A29:02	HLA-B46:01	0.7	0.96
HLA-A29:02	HLA-B48:01	0.98	0.99
HLA-A29:02	HLA-B49:01	0.88	0.67
HLA-A29:02	HLA-B50:01	0.78	0.76
HLA-A29:02	HLA-B51:01	0.92	0.92
HLA-A29:02	HLA-B51:02	0.83	0.78
HLA-A29:02	HLA-B52:01	0.95	0.99
HLA-A29:02	HLA-B53:01	0.62	0.93
HLA-A29:02	HLA-B54:01	0.8	0.7
HLA-A29:02	HLA-B55:01	0.87	0.99
HLA-A29:02	HLA-B56:01	0.8	0.71
HLA-A29:02	HLA-B57:01	0.9	0.51
HLA-A29:02	HLA-B57:03	0.78	0.69
HLA-A29:02	HLA-B58:01	0.83	0.54
HLA-A29:02	HLA-B59:01	0.92	0.82
HLA-A29:02	HLA-B67:01	0.43	0.87
HLA-A29:02	HLA-B73:01	0.67	1
HLA-A29:02	HLA-B78:01	0.65	0.79
HLA-A29:02	HLA-B81:01	0.68	0.97
HLA-A29:02	HLA-B82:01	0.62	0.87
HLA-A29:02	HLA-C01:02	0.85	0.84
HLA-A29:02	HLA-C02:02	0.9	0.99
HLA-A29:02	HLA-C03:02	1	0.73
HLA-A29:02	HLA-C03:03	0.88	0.74
HLA-A29:02	HLA-C03:04	0.57	0.82
HLA-A29:02	HLA-C04:01	0.85	0.61
HLA-A29:02	HLA-C05:01	0.82	0.96
HLA-A29:02	HLA-C06:02	0.7	0.74
HLA-A29:02	HLA-C07:02	0.97	0.9
HLA-A29:02	HLA-C08:01	0.85	0.81
HLA-A29:02	HLA-C12:03	0.87	0.99
HLA-A29:02	HLA-C14:02	0.95	0.97
HLA-A29:02	HLA-C15:02	0.62	0.91
HLA-A29:02	HLA-C16:01	0.98	0.97
HLA-A29:02	HLA-C17:01	0.92	0.71
HLA-A29:02	HLA-C18:02	0.73	0.91
HLA-A30:01	HLA-A30:02	0.42	0.61
HLA-A30:01	HLA-A31:01	0.47	0.7
HLA-A30:01	HLA-A32:01	0.23	0.81
HLA-A30:01	HLA-A33:01	0.18	0.81
HLA-A30:01	HLA-A33:03	0.27	0.9
HLA-A30:01	HLA-A34:01	0.3	0.8
HLA-A30:01	HLA-A34:02	0.5	0.72
HLA-A30:01	HLA-A36:01	0.4	0.61
HLA-A30:01	HLA-A43:01	0.18	0.6
HLA-A30:01	HLA-A66:01	0.5	1
HLA-A30:01	HLA-A66:02	0.4	0.75
HLA-A30:01	HLA-A68:01	0.28	0.64
HLA-A30:01	HLA-A68:02	0.25	0.64
HLA-A30:01	HLA-A69:01	0.37	0.89
HLA-A30:01	HLA-A74:01	0.13	0.75
HLA-A30:01	HLA-A74:02	0.13	0.75
HLA-A30:01	HLA-A80:01	0.27	0.79
HLA-A30:01	HLA-B07:02	0.43	0.79
HLA-A30:01	HLA-B08:01	0.7	0.8
HLA-A30:01	HLA-B13:01	0.27	0.72
HLA-A30:01	HLA-B13:02	0.37	0.58
HLA-A30:01	HLA-B14:01	0.52	0.61
HLA-A30:01	HLA-B14:02	0.42	0.39
HLA-A30:01	HLA-B15:01	0.58	0.65
HLA-A30:01	HLA-B15:02	0.68	0.48
HLA-A30:01	HLA-B15:03	0.65	0.71
HLA-A30:01	HLA-B15:10	0.43	0.38
HLA-A30:01	HLA-B15:11	0.52	0.69
HLA-A30:01	HLA-B15:12	0.72	0.58
HLA-A30:01	HLA-B15:13	0.38	0.57
HLA-A30:01	HLA-B15:16	0.52	0.51
HLA-A30:01	HLA-B18:01	0.73	0.9
HLA-A30:01	HLA-B27:05	0.52	0.31
HLA-A30:01	HLA-B27:08	0.88	0.49
HLA-A30:01	HLA-B35:01	0.67	0.62
HLA-A30:01	HLA-B38:01	0.57	0.6
HLA-A30:01	HLA-B39:01	0.65	0.52
HLA-A30:01	HLA-B40:01	0.37	0.61
HLA-A30:01	HLA-B40:02	0.45	0.53
HLA-A30:01	HLA-B40:06	0.47	0.73
HLA-A30:01	HLA-B41:01	0.72	0.6
HLA-A30:01	HLA-B42:01	0.77	0.58
HLA-A30:01	HLA-B44:02	0.38	0.56
HLA-A30:01	HLA-B44:03	0.38	0.34
HLA-A30:01	HLA-B45:01	0.82	0.76
HLA-A30:01	HLA-B46:01	0.58	0.8
HLA-A30:01	HLA-B48:01	0.3	0.74
HLA-A30:01	HLA-B49:01	0.17	0.43
HLA-A30:01	HLA-B50:01	0.5	0.52
HLA-A30:01	HLA-B51:01	0.37	0.67
HLA-A30:01	HLA-B51:02	0.45	0.53
HLA-A30:01	HLA-B52:01	0.23	0.76
HLA-A30:01	HLA-B53:01	0.67	0.69
HLA-A30:01	HLA-B54:01	0.48	0.45
HLA-A30:01	HLA-B55:01	0.42	0.74
HLA-A30:01	HLA-B56:01	0.48	0.46
HLA-A30:01	HLA-B57:01	0.18	0.26
HLA-A30:01	HLA-B57:03	0.5	0.44
HLA-A30:01	HLA-B58:01	0.12	0.29
HLA-A30:01	HLA-B59:01	0.37	0.57
HLA-A30:01	HLA-B67:01	0.85	0.62
HLA-A30:01	HLA-B73:01	0.62	0.75
HLA-A30:01	HLA-B78:01	0.63	0.97
HLA-A30:01	HLA-B81:01	0.6	0.72
HLA-A30:01	HLA-B82:01	0.67	0.62
HLA-A30:01	HLA-C01:02	0.13	0.6
HLA-A30:01	HLA-C02:02	0.38	0.76
HLA-A30:01	HLA-C03:02	0.28	0.48
HLA-A30:01	HLA-C03:03	0.4	0.49
HLA-A30:01	HLA-C03:04	0.72	0.57
HLA-A30:01	HLA-C04:01	0.13	0.36
HLA-A30:01	HLA-C05:01	0.47	0.71
HLA-A30:01	HLA-C06:02	0.58	0.99
HLA-A30:01	HLA-C07:02	0.32	0.85
HLA-A30:01	HLA-C08:01	0.43	0.56
HLA-A30:01	HLA-C12:03	0.42	0.76
HLA-A30:01	HLA-C14:02	0.33	0.72
HLA-A30:01	HLA-C15:02	0.67	0.66
HLA-A30:01	HLA-C16:01	0.3	0.72
HLA-A30:01	HLA-C17:01	0.2	0.46
HLA-A30:01	HLA-C18:02	0.55	0.84
HLA-A30:02	HLA-A31:01	0.95	0.91
HLA-A30:02	HLA-A32:01	0.82	0.8
HLA-A30:02	HLA-A33:01	0.77	0.8
HLA-A30:02	HLA-A33:03	0.85	0.71
HLA-A30:02	HLA-A34:01	0.88	0.81
HLA-A30:02	HLA-A34:02	0.92	0.89
HLA-A30:02	HLA-A36:01	0.98	1
HLA-A30:02	HLA-A43:01	0.77	0.99
HLA-A30:02	HLA-A66:01	0.92	0.61
HLA-A30:02	HLA-A66:02	0.98	0.85
HLA-A30:02	HLA-A68:01	0.87	0.97
HLA-A30:02	HLA-A68:02	0.83	0.97
HLA-A30:02	HLA-A69:01	0.95	0.72
HLA-A30:02	HLA-A74:01	0.72	0.85
HLA-A30:02	HLA-A74:02	0.72	0.85
HLA-A30:02	HLA-A80:01	0.85	0.82
HLA-A30:02	HLA-B07:02	0.98	0.82
HLA-A30:02	HLA-B08:01	0.72	0.81
HLA-A30:02	HLA-B13:01	0.85	0.89
HLA-A30:02	HLA-B13:02	0.95	0.98
HLA-A30:02	HLA-B14:01	0.9	1
HLA-A30:02	HLA-B14:02	1	0.79
HLA-A30:02	HLA-B15:01	0.83	0.96
HLA-A30:02	HLA-B15:02	0.73	0.88
HLA-A30:02	HLA-B15:03	0.77	0.9
HLA-A30:02	HLA-B15:10	0.98	0.78
HLA-A30:02	HLA-B15:11	0.9	0.92
HLA-A30:02	HLA-B15:12	0.7	0.98
HLA-A30:02	HLA-B15:13	0.97	0.97
HLA-A30:02	HLA-B15:16	0.9	0.9
HLA-A30:02	HLA-B18:01	0.68	0.71
HLA-A30:02	HLA-B27:05	0.9	0.71
HLA-A30:02	HLA-B27:08	0.53	0.89
HLA-A30:02	HLA-B35:01	0.75	0.99
HLA-A30:02	HLA-B38:01	0.85	0.99
HLA-A30:02	HLA-B39:01	0.77	0.91
HLA-A30:02	HLA-B40:01	0.95	1
HLA-A30:02	HLA-B40:02	0.97	0.92
HLA-A30:02	HLA-B40:06	0.95	0.88
HLA-A30:02	HLA-B41:01	0.7	0.99
HLA-A30:02	HLA-B42:01	0.65	0.98
HLA-A30:02	HLA-B44:02	0.97	0.96
HLA-A30:02	HLA-B44:03	0.97	0.73
HLA-A30:02	HLA-B45:01	0.6	0.84
HLA-A30:02	HLA-B46:01	0.83	0.81
HLA-A30:02	HLA-B48:01	0.88	0.87
HLA-A30:02	HLA-B49:01	0.75	0.82
HLA-A30:02	HLA-B50:01	0.92	0.91
HLA-A30:02	HLA-B51:01	0.95	0.93
HLA-A30:02	HLA-B51:02	0.97	0.92
HLA-A30:02	HLA-B52:01	0.82	0.84
HLA-A30:02	HLA-B53:01	0.75	0.92
HLA-A30:02	HLA-B54:01	0.93	0.84
HLA-A30:02	HLA-B55:01	1	0.87
HLA-A30:02	HLA-B56:01	0.93	0.85
HLA-A30:02	HLA-B57:01	0.77	0.65
HLA-A30:02	HLA-B57:03	0.92	0.83
HLA-A30:02	HLA-B58:01	0.7	0.69
HLA-A30:02	HLA-B59:01	0.95	0.97
HLA-A30:02	HLA-B67:01	0.57	0.99
HLA-A30:02	HLA-B73:01	0.8	0.85
HLA-A30:02	HLA-B78:01	0.78	0.64
HLA-A30:02	HLA-B81:01	0.82	0.89
HLA-A30:02	HLA-B82:01	0.75	0.99
HLA-A30:02	HLA-C01:02	0.72	0.99
HLA-A30:02	HLA-C02:02	0.97	0.84
HLA-A30:02	HLA-C03:02	0.87	0.88
HLA-A30:02	HLA-C03:03	0.98	0.89
HLA-A30:02	HLA-C03:04	0.7	0.97
HLA-A30:02	HLA-C04:01	0.72	0.75
HLA-A30:02	HLA-C05:01	0.95	0.9
HLA-A30:02	HLA-C06:02	0.83	0.6
HLA-A30:02	HLA-C07:02	0.9	0.75
HLA-A30:02	HLA-C08:01	0.98	0.96
HLA-A30:02	HLA-C12:03	1	0.84
HLA-A30:02	HLA-C14:02	0.92	0.89
HLA-A30:02	HLA-C15:02	0.75	0.94
HLA-A30:02	HLA-C16:01	0.88	0.89
HLA-A30:02	HLA-C17:01	0.78	0.85
HLA-A30:02	HLA-C18:02	0.87	0.76
HLA-A31:01	HLA-A32:01	0.77	0.89
HLA-A31:01	HLA-A33:01	0.72	0.89
HLA-A31:01	HLA-A33:03	0.8	0.8
HLA-A31:01	HLA-A34:01	0.83	0.9
HLA-A31:01	HLA-A34:02	0.97	0.98
HLA-A31:01	HLA-A36:01	0.93	0.91
HLA-A31:01	HLA-A43:01	0.72	0.9
HLA-A31:01	HLA-A66:01	0.97	0.7
HLA-A31:01	HLA-A66:02	0.93	0.94
HLA-A31:01	HLA-A68:01	0.82	0.94
HLA-A31:01	HLA-A68:02	0.78	0.94
HLA-A31:01	HLA-A69:01	0.9	0.81
HLA-A31:01	HLA-A74:01	0.67	0.94
HLA-A31:01	HLA-A74:02	0.67	0.94
HLA-A31:01	HLA-A80:01	0.8	0.91
HLA-A31:01	HLA-B07:02	0.97	0.91
HLA-A31:01	HLA-B08:01	0.77	0.9
HLA-A31:01	HLA-B13:01	0.8	0.98
HLA-A31:01	HLA-B13:02	0.9	0.89
HLA-A31:01	HLA-B14:01	0.95	0.91
HLA-A31:01	HLA-B14:02	0.95	0.7
HLA-A31:01	HLA-B15:01	0.88	0.96
HLA-A31:01	HLA-B15:02	0.78	0.79
HLA-A31:01	HLA-B15:03	0.82	0.99
HLA-A31:01	HLA-B15:10	0.97	0.69
HLA-A31:01	HLA-B15:11	0.95	0.99
HLA-A31:01	HLA-B15:12	0.75	0.89
HLA-A31:01	HLA-B15:13	0.92	0.88
HLA-A31:01	HLA-B15:16	0.95	0.81
HLA-A31:01	HLA-B18:01	0.73	0.8
HLA-A31:01	HLA-B27:05	0.95	0.62
HLA-A31:01	HLA-B27:08	0.58	0.8
HLA-A31:01	HLA-B35:01	0.8	0.92
HLA-A31:01	HLA-B38:01	0.9	0.9
HLA-A31:01	HLA-B39:01	0.82	0.82
HLA-A31:01	HLA-B40:01	0.9	0.91
HLA-A31:01	HLA-B40:02	0.98	0.83
HLA-A31:01	HLA-B40:06	1	0.97
HLA-A31:01	HLA-B41:01	0.75	0.9
HLA-A31:01	HLA-B42:01	0.7	0.89
HLA-A31:01	HLA-B44:02	0.92	0.87
HLA-A31:01	HLA-B44:03	0.92	0.64
HLA-A31:01	HLA-B45:01	0.65	0.93
HLA-A31:01	HLA-B46:01	0.88	0.9
HLA-A31:01	HLA-B48:01	0.83	0.96
HLA-A31:01	HLA-B49:01	0.7	0.73
HLA-A31:01	HLA-B50:01	0.97	0.82
HLA-A31:01	HLA-B51:01	0.9	0.98
HLA-A31:01	HLA-B51:02	0.98	0.83
HLA-A31:01	HLA-B52:01	0.77	0.93
HLA-A31:01	HLA-B53:01	0.8	0.99
HLA-A31:01	HLA-B54:01	0.98	0.75
HLA-A31:01	HLA-B55:01	0.95	0.96
HLA-A31:01	HLA-B56:01	0.98	0.76
HLA-A31:01	HLA-B57:01	0.72	0.56
HLA-A31:01	HLA-B57:03	0.97	0.74
HLA-A31:01	HLA-B58:01	0.65	0.6
HLA-A31:01	HLA-B59:01	0.9	0.88
HLA-A31:01	HLA-B67:01	0.62	0.92
HLA-A31:01	HLA-B73:01	0.85	0.94
HLA-A31:01	HLA-B78:01	0.83	0.73
HLA-A31:01	HLA-B81:01	0.87	0.98
HLA-A31:01	HLA-B82:01	0.8	0.92
HLA-A31:01	HLA-C01:02	0.67	0.9
HLA-A31:01	HLA-C02:02	0.92	0.93
HLA-A31:01	HLA-C03:02	0.82	0.79
HLA-A31:01	HLA-C03:03	0.93	0.8
HLA-A31:01	HLA-C03:04	0.75	0.88
HLA-A31:01	HLA-C04:01	0.67	0.66
HLA-A31:01	HLA-C05:01	1	0.99
HLA-A31:01	HLA-C06:02	0.88	0.69
HLA-A31:01	HLA-C07:02	0.85	0.84
HLA-A31:01	HLA-C08:01	0.97	0.87
HLA-A31:01	HLA-C12:03	0.95	0.93
HLA-A31:01	HLA-C14:02	0.87	0.98
HLA-A31:01	HLA-C15:02	0.8	0.97
HLA-A31:01	HLA-C16:01	0.83	0.98
HLA-A31:01	HLA-C17:01	0.73	0.76
HLA-A31:01	HLA-C18:02	0.92	0.85
HLA-A32:01	HLA-A33:01	0.95	1
HLA-A32:01	HLA-A33:03	0.97	0.91
HLA-A32:01	HLA-A34:01	0.93	0.99
HLA-A32:01	HLA-A34:02	0.73	0.91
HLA-A32:01	HLA-A36:01	0.83	0.8
HLA-A32:01	HLA-A43:01	0.95	0.79
HLA-A32:01	HLA-A66:01	0.73	0.81
HLA-A32:01	HLA-A66:02	0.83	0.94
HLA-A32:01	HLA-A68:01	0.95	0.83
HLA-A32:01	HLA-A68:02	0.98	0.83
HLA-A32:01	HLA-A69:01	0.87	0.92
HLA-A32:01	HLA-A74:01	0.9	0.94
HLA-A32:01	HLA-A74:02	0.9	0.94
HLA-A32:01	HLA-A80:01	0.97	0.98
HLA-A32:01	HLA-B07:02	0.8	0.98
HLA-A32:01	HLA-B08:01	0.53	0.99
HLA-A32:01	HLA-B13:01	0.97	0.91
HLA-A32:01	HLA-B13:02	0.87	0.78
HLA-A32:01	HLA-B14:01	0.72	0.8
HLA-A32:01	HLA-B14:02	0.82	0.58
HLA-A32:01	HLA-B15:01	0.65	0.84
HLA-A32:01	HLA-B15:02	0.55	0.67
HLA-A32:01	HLA-B15:03	0.58	0.9
HLA-A32:01	HLA-B15:10	0.8	0.57
HLA-A32:01	HLA-B15:11	0.72	0.88
HLA-A32:01	HLA-B15:12	0.52	0.78
HLA-A32:01	HLA-B15:13	0.85	0.76
HLA-A32:01	HLA-B15:16	0.72	0.7
HLA-A32:01	HLA-B18:01	0.5	0.91
HLA-A32:01	HLA-B27:05	0.72	0.51
HLA-A32:01	HLA-B27:08	0.35	0.69
HLA-A32:01	HLA-B35:01	0.57	0.81
HLA-A32:01	HLA-B38:01	0.67	0.79
HLA-A32:01	HLA-B39:01	0.58	0.71
HLA-A32:01	HLA-B40:01	0.87	0.8
HLA-A32:01	HLA-B40:02	0.78	0.72
HLA-A32:01	HLA-B40:06	0.77	0.92
HLA-A32:01	HLA-B41:01	0.52	0.79
HLA-A32:01	HLA-B42:01	0.47	0.78
HLA-A32:01	HLA-B44:02	0.85	0.75
HLA-A32:01	HLA-B44:03	0.85	0.53
HLA-A32:01	HLA-B45:01	0.42	0.96
HLA-A32:01	HLA-B46:01	0.65	0.99
HLA-A32:01	HLA-B48:01	0.93	0.93
HLA-A32:01	HLA-B49:01	0.93	0.62
HLA-A32:01	HLA-B50:01	0.73	0.71
HLA-A32:01	HLA-B51:01	0.87	0.87
HLA-A32:01	HLA-B51:02	0.78	0.72
HLA-A32:01	HLA-B52:01	1	0.96
HLA-A32:01	HLA-B53:01	0.57	0.88
HLA-A32:01	HLA-B54:01	0.75	0.64
HLA-A32:01	HLA-B55:01	0.82	0.93
HLA-A32:01	HLA-B56:01	0.75	0.65
HLA-A32:01	HLA-B57:01	0.95	0.45
HLA-A32:01	HLA-B57:03	0.73	0.63
HLA-A32:01	HLA-B58:01	0.88	0.48
HLA-A32:01	HLA-B59:01	0.87	0.76
HLA-A32:01	HLA-B67:01	0.38	0.81
HLA-A32:01	HLA-B73:01	0.62	0.94
HLA-A32:01	HLA-B78:01	0.6	0.84
HLA-A32:01	HLA-B81:01	0.63	0.91
HLA-A32:01	HLA-B82:01	0.57	0.81
HLA-A32:01	HLA-C01:02	0.9	0.79
HLA-A32:01	HLA-C02:02	0.85	0.96
HLA-A32:01	HLA-C03:02	0.95	0.67
HLA-A32:01	HLA-C03:03	0.83	0.69
HLA-A32:01	HLA-C03:04	0.52	0.76
HLA-A32:01	HLA-C04:01	0.9	0.55
HLA-A32:01	HLA-C05:01	0.77	0.9
HLA-A32:01	HLA-C06:02	0.65	0.8
HLA-A32:01	HLA-C07:02	0.92	0.96
HLA-A32:01	HLA-C08:01	0.8	0.75
HLA-A32:01	HLA-C12:03	0.82	0.96
HLA-A32:01	HLA-C14:02	0.9	0.91
HLA-A32:01	HLA-C15:02	0.57	0.85
HLA-A32:01	HLA-C16:01	0.93	0.91
HLA-A32:01	HLA-C17:01	0.97	0.65
HLA-A32:01	HLA-C18:02	0.68	0.97
HLA-A33:01	HLA-A33:03	0.92	0.91
HLA-A33:01	HLA-A34:01	0.88	0.99
HLA-A33:01	HLA-A34:02	0.68	0.91
HLA-A33:01	HLA-A36:01	0.78	0.8
HLA-A33:01	HLA-A43:01	1	0.79
HLA-A33:01	HLA-A66:01	0.68	0.81
HLA-A33:01	HLA-A66:02	0.78	0.94
HLA-A33:01	HLA-A68:01	0.9	0.83
HLA-A33:01	HLA-A68:02	0.93	0.83
HLA-A33:01	HLA-A69:01	0.82	0.92
HLA-A33:01	HLA-A74:01	0.95	0.94
HLA-A33:01	HLA-A74:02	0.95	0.94
HLA-A33:01	HLA-A80:01	0.92	0.98
HLA-A33:01	HLA-B07:02	0.75	0.98
HLA-A33:01	HLA-B08:01	0.48	0.99
HLA-A33:01	HLA-B13:01	0.92	0.91
HLA-A33:01	HLA-B13:02	0.82	0.78
HLA-A33:01	HLA-B14:01	0.67	0.8
HLA-A33:01	HLA-B14:02	0.77	0.58
HLA-A33:01	HLA-B15:01	0.6	0.84
HLA-A33:01	HLA-B15:02	0.5	0.67
HLA-A33:01	HLA-B15:03	0.53	0.9
HLA-A33:01	HLA-B15:10	0.75	0.57
HLA-A33:01	HLA-B15:11	0.67	0.88
HLA-A33:01	HLA-B15:12	0.47	0.78
HLA-A33:01	HLA-B15:13	0.8	0.76
HLA-A33:01	HLA-B15:16	0.67	0.7
HLA-A33:01	HLA-B18:01	0.45	0.91
HLA-A33:01	HLA-B27:05	0.67	0.51
HLA-A33:01	HLA-B27:08	0.3	0.69
HLA-A33:01	HLA-B35:01	0.52	0.81
HLA-A33:01	HLA-B38:01	0.62	0.79
HLA-A33:01	HLA-B39:01	0.53	0.71
HLA-A33:01	HLA-B40:01	0.82	0.8
HLA-A33:01	HLA-B40:02	0.73	0.72
HLA-A33:01	HLA-B40:06	0.72	0.92
HLA-A33:01	HLA-B41:01	0.47	0.79
HLA-A33:01	HLA-B42:01	0.42	0.78
HLA-A33:01	HLA-B44:02	0.8	0.75
HLA-A33:01	HLA-B44:03	0.8	0.53
HLA-A33:01	HLA-B45:01	0.37	0.96
HLA-A33:01	HLA-B46:01	0.6	0.99
HLA-A33:01	HLA-B48:01	0.88	0.93
HLA-A33:01	HLA-B49:01	0.98	0.62
HLA-A33:01	HLA-B50:01	0.68	0.71
HLA-A33:01	HLA-B51:01	0.82	0.87
HLA-A33:01	HLA-B51:02	0.73	0.72
HLA-A33:01	HLA-B52:01	0.95	0.96
HLA-A33:01	HLA-B53:01	0.52	0.88
HLA-A33:01	HLA-B54:01	0.7	0.64
HLA-A33:01	HLA-B55:01	0.77	0.93
HLA-A33:01	HLA-B56:01	0.7	0.65
HLA-A33:01	HLA-B57:01	1	0.45
HLA-A33:01	HLA-B57:03	0.68	0.63
HLA-A33:01	HLA-B58:01	0.93	0.48
HLA-A33:01	HLA-B59:01	0.82	0.76
HLA-A33:01	HLA-B67:01	0.33	0.81
HLA-A33:01	HLA-B73:01	0.57	0.94
