C1	C1	0
C2	C2	0
A3	A11	0
A11	A3	0
Bw4	Bw4	0
Bw6	Bw6	0
C1	C2	1
C2	C1	1
Bw4	Bw6	5
Bw6	Bw4	5
B4601	C1	0
B7301	C1	0
C1	B4601	0
C1	B7301	0
